CRN,Subj,Crse,Sec,Type,Title,Days,Time,Instructor,Location
1191,ARTH,204,001,Lecture,Introduction to Medieval Art and Architecture.,MW,01:05 pm-02:25 pm,Cecily   Hilsdale,ARTS W-215
1194,ARTH,305,001,Lecture,Methods in Art History.,WF,08:35 am-09:55 am,Lindsay   Corbett,ARTS W-215
1195,ARTH,315,001,Lecture,Indigenous Art and Culture.,MW,02:35 pm-03:55 pm,Gloria Jane  Bell,ARTS W-215
1196,ARTH,321,001,Lecture,Visual Culture of the Dutch Republic.,TR,02:35 pm-03:55 pm,Angela Christine  Vanhaelen,ARTS W-215
1197,ARTH,339,001,Lecture,Critical Issues - Contemporary Art.,MW,11:35 am-12:55 pm,Chanon   Praepipatmongkol,ARTS W-215
1198,ARTH,353,001,Lecture,Selected Topics in Art History 1.,MW,04:05 pm-05:25 pm,Evgeniya   Makarova,ARTS W-215
1199,ARTH,368,001,Lecture,Studies in Northern Renaissance Art 01.,TR,01:05 pm-02:25 pm,Chriscinda Claire   Henry,ARTS W-215
1200,ARTH,420,001,Lecture,Selected Topics in Art and Architecture 1.,M,02:35 pm-05:25 pm,Cecily   Hilsdale,ARTS W-220
1201,ARTH,421,001,Lecture,Selected Topics in Art and Architecture 2.,T,02:35 pm-05:25 pm,Gloria Jane  Bell,ARTS W-220
7211,ARTH,440,001,Lecture,The Body and Visual Culture.,F,11:35 am-02:25 pm,Evgeniya   Makarova,ARTS 350
7469,ARTH,501,001,Lecture,Advanced Topics in Art History and Visual Culture.,R,02:35 pm-05:25 pm,Reilley   Bishop-Stall,ARTS W-220
1203,ARTH,502,001,Seminar,Advanced Topics in Art and Architectural History.,W,11:35 am-02:25 pm,"Matthew Chambers  Hunter , Alex   Blue",ARTS W-220
1205,ARTH,647,001,Seminar,Topics: Renaissance Art and Architecture 1.,F,11:35 am-02:25 pm,Chriscinda Claire   Henry,FERR 230
1206,ARTH,653,001,Seminar,Topics: Early Modern Visual Culture 1.,W,11:35 am-02:25 pm,Angela Christine  Vanhaelen,LEA 927
5367,ASPL,614,001,Lecture,Airline Business and Law.,W,08:35 am-11:25 am,George   Petsikas,CDH 102
5368,ASPL,614,009,Lecture,Airline Business and Law.,W,08:35 am-11:25 am,George   Petsikas,CDH 102
1211,ASPL,639,001,Seminar,Government Regulation of Space Activities.,MW,02:35 pm-03:55 pm,Andrea   Harrington,CDH 102
1212,ASPL,639,009,Seminar,Government Regulation of Space Activities.,MW,02:35 pm-03:55 pm,Andrea   Harrington,CDH 102
1213,ATOC,183,001,Lecture,Climate and Climate Change.,TR,02:35 pm-03:55 pm,John Richard   Gyakum,RPHYS 112
1214,ATOC,184,001,Lecture,Science of Storms.,TR,01:05 pm-02:25 pm,TBA,MDHAR G-10
1215,ATOC,215,001,Lecture,"Oceans, Weather and Climate.",TR,10:05 am-11:25 am,Carolina Olivia  Dufour,BURN 934
1216,ATOC,219,001,Lecture,Introduction to Atmospheric Chemistry.,MWF,08:35 am-09:25 am,Thomas Colin  Preston,ENGTR 1080
1217,ATOC,309,001,Lecture,Weather Radars and Satellites.,MWF,09:35 am-10:25 am,Ivy   Tan,BURN 934
1218,ATOC,357,001,Lecture,Atmospheric and Oceanic Science Laboratory.,T,11:35 am-02:25 pm,TBA,BURN 708
1219,ATOC,357,002,Laboratory,Atmospheric and Oceanic Science Laboratory.,T,11:35 am-02:25 pm,TBA,BURN 708
1222,ATOC,513,001,Lecture,Waves and Stability.,TR,01:05 pm-02:25 pm,David N   Straub,BURN 719A
1223,ATOC,517,001,Lecture,Boundary Layer Meteorology.,MW,01:05 pm-02:25 pm,Djordje   Romanic,BURN 719A
1224,ATOC,521,001,Lecture,Cloud Physics.,MW,04:05 pm-05:25 pm,Andreas   Zuend,BURN 719A
1225,ATOC,541,001,Lecture,Synoptic Meteorology 2.,MW,11:35 am-12:55 pm,John Richard   Gyakum,BURN 719A
1226,ATOC,557,001,Lecture,Research Methods: Atmospheric and Oceanic Science.,TR,02:35 pm-03:55 pm,Robert  Dr Fajber,BURN 719A
4990,ATOC,751D2,001,Seminar,Seminar: Physical Meteorology.,W,02:35 pm-03:25 pm,Bruno   Tremblay,BURN 934
4991,ATOC,752D2,001,Lecture,"Atmospheric, Oceanic and Climate Dynamics.",W,02:35 pm-03:25 pm,Bruno   Tremblay,BURN 934
1238,BASC,201,001,Lecture,Arts and Science Integrative Topics.,MW,11:35 am-12:55 pm,Andrew   Piper,MAASS 10
926,BBME,600D2,001,Seminar,Seminars in Biological and Biomedical Engineering.,F,01:35 pm-02:25 pm,"Guojun  Dr Chen , Jasmin   Coulombe-Huntington",DUFF 507/509
927,BBME,600N1,001,Seminar,Seminars in Biological and Biomedical Engineering.,F,01:35 pm-02:25 pm,"Guojun  Dr Chen , Jasmin   Coulombe-Huntington",DUFF
1240,BIEN,210,001,Lecture,Electrical and Optical Properties of Biological Systems.,TR,10:05 am-11:25 am,Sebastian   Wachsmann Hogiu,TBA
1241,BIEN,210,002,Tutorial,Electrical and Optical Properties of Biological Systems.,T,11:35 am-02:25 pm,Sebastian   Wachsmann Hogiu,TBA
7470,BIEN,220,001,Lecture,Introduction to Mechanics for Bioengineers.,W,02:35 pm-04:25 pm,TBA,ARTS 150
7471,BIEN,220,002,Tutorial,Introduction to Mechanics for Bioengineers.,R,11:35 am-12:25 pm,TBA,ADAMS 1
7518,BIEN,220,003,Tutorial,Introduction to Mechanics for Bioengineers.,R,12:35 pm-01:25 pm,TBA,ADAMS 1
7519,BIEN,220,004,Tutorial,Introduction to Mechanics for Bioengineers.,R,01:35 pm-02:25 pm,TBA,ADAMS 1
1242,BIEN,300,001,Lecture,Thermodynamics in Bioengineering.,TR,08:35 am-09:55 am,Stephane  M Bilodeau,ENGMC 11
1243,BIEN,300,002,Tutorial,Thermodynamics in Bioengineering.,F,08:35 am-10:25 am,Stephane  M Bilodeau,ENGTR 1100
1244,BIEN,320,001,Lecture,"Molecular, Cellular and Tissue Biomechanics.",TR,11:35 am-12:55 pm,Allen Joseph  Ehrlicher,ENGMC 12
1245,BIEN,320,002,Tutorial,"Molecular, Cellular and Tissue Biomechanics.",F,10:35 am-12:25 pm,Allen Joseph  Ehrlicher,ENGMD 276
1246,BIEN,330,001,Lecture,Tissue Engineering and Regenerative Medicine.,TR,04:05 pm-05:25 pm,Joseph Matthew  Kinsella,ENGMC 12
1247,BIEN,340,001,Lecture,Transport Phenomena in Biological Systems 2.,F,08:35 am-11:25 am,"Amine A.  Kamen , Rupa  Dr Haldavnekar",ENGTR 1090
1248,BIEN,340,002,Tutorial,Transport Phenomena in Biological Systems 2.,T,11:35 am-01:25 pm,"Amine A.  Kamen , Rupa  Dr Haldavnekar",ENGTR 1090
1249,BIEN,360,001,Lecture,Physical Chemistry in Bioengineering.,MW,11:35 am-12:55 pm,Jasmin   Coulombe-Huntington,MAASS 217
1250,BIEN,360,002,Tutorial,Physical Chemistry in Bioengineering.,F,12:35 pm-02:25 pm,Jasmin   Coulombe-Huntington,ENGMD 276
1251,BIEN,390,001,Lecture,Bioengineering Laboratory.,M,10:35 am-11:25 am,Sebastian   Wachsmann Hogiu,ENGMD 280
1252,BIEN,390,002,Laboratory,Bioengineering Laboratory.,R,01:35 pm-05:25 pm,Sebastian   Wachsmann Hogiu,TBA
1253,BIEN,390,003,Laboratory,Bioengineering Laboratory.,M,01:35 pm-05:25 pm,Sebastian   Wachsmann Hogiu,TBA
1254,BIEN,390,004,Laboratory,Bioengineering Laboratory.,F,02:35 pm-06:25 pm,Sebastian   Wachsmann Hogiu,TBA
1255,BIEN,414,001,Lecture,Fundamentals and Rheology of Biological Fluids.,TR,10:05 am-11:25 am,Caroline Elizabeth  Wagner,ARTS 260
1256,BIEN,414,002,Tutorial,Fundamentals and Rheology of Biological Fluids.,M,04:05 pm-04:55 pm,Caroline Elizabeth  Wagner,MAASS 328
7036,BIEN,420,001,Lecture,Biodevices Design for Diagnostics and Screening.,MW,04:05 pm-05:25 pm,"Dan Veniamin  Nicolau , Ayyappasamy   Sudalaiyadum Perumal",ENGTR 2110
7037,BIEN,420,002,Tutorial,Biodevices Design for Diagnostics and Screening.,M,09:35 am-11:25 am,"Dan Veniamin  Nicolau , Ayyappasamy   Sudalaiyadum Perumal",ENGTR 2100
6757,BIEN,450,001,Lecture,Biological Structures and Assemblies.,R,11:35 am-02:25 pm,Natalie   Reznikov,STBIO S3/4
6767,BIEN,450,002,Lab-Tutorial,Biological Structures and Assemblies.,W,09:35 am-11:25 am,Natalie   Reznikov,EDUC 629
1257,BIEN,462,001,Lecture,Engineering Principles in Physiological Systems.,TR,10:05 am-11:25 am,Georgios   Mitsis,WONG 1030
1258,BIEN,462,002,Tutorial,Engineering Principles in Physiological Systems.,M,08:35 am-09:25 am,Georgios   Mitsis,WONG 1030
4993,BIEN,470D2,001,Lecture,Bioengineering Design Project.,M,09:35 am-10:25 am,Allen Joseph  Ehrlicher,ENGMD 280
1260,BIEN,500,001,Lecture,Special Topics in Bioengineering 1.,M,11:35 am-02:25 pm,Stuart Brahm  Kozlick,RPHYS 115
1261,BIEN,500,002,Lecture,Special Topics in Bioengineering 1.,M,11:35 am-02:25 pm,Stuart Brahm  Kozlick,RPHYS 115
1262,BIEN,530,001,Lecture,Imaging and Bioanalytical Instrumentation.,MW,02:35 pm-03:55 pm,Adam Gerald  Hendricks,ENGTR 2110
1263,BIEN,530,002,Lecture,Imaging and Bioanalytical Instrumentation.,MW,02:35 pm-03:55 pm,Adam Gerald  Hendricks,ENGTR 2110
1264,BIEN,530,003,Tutorial,Imaging and Bioanalytical Instrumentation.,W,09:05 am-09:55 am,Adam Gerald  Hendricks,ENGMC 12
1265,BIEN,530,004,Tutorial,Imaging and Bioanalytical Instrumentation.,W,09:05 am-09:55 am,Adam Gerald  Hendricks,ENGMC 12
1266,BIEN,535,001,Lecture,Electron Microscopy and 3D Imaging for Biological Materials.,WF,04:05 pm-05:25 pm,Natalie   Reznikov,SH680 223
1267,BIEN,535,002,Lecture,Electron Microscopy and 3D Imaging for Biological Materials.,WF,04:05 pm-05:25 pm,Natalie   Reznikov,SH680 223
1268,BIEN,535,003,Tutorial,Electron Microscopy and 3D Imaging for Biological Materials.,R,02:35 pm-05:25 pm,Natalie   Reznikov,WONG 1050
1269,BIEN,535,004,Tutorial,Electron Microscopy and 3D Imaging for Biological Materials.,R,02:35 pm-05:25 pm,Natalie   Reznikov,WONG 1050
1270,BIEN,540,001,Lecture,Information Storage and Processing in Biological Systems.,TR,02:35 pm-03:55 pm,Dan Veniamin  Nicolau,LEA 15
1271,BIEN,540,002,Lecture,Information Storage and Processing in Biological Systems.,TR,02:35 pm-03:55 pm,Dan Veniamin  Nicolau,LEA 15
1272,BIEN,540,003,Tutorial,Information Storage and Processing in Biological Systems.,R,11:35 am-01:25 pm,Dan Veniamin  Nicolau,RPHYS 115
1273,BIEN,540,004,Tutorial,Information Storage and Processing in Biological Systems.,R,11:35 am-01:25 pm,Dan Veniamin  Nicolau,RPHYS 115
1274,BIEN,545,001,Lecture,Diagnostic Devices at the Point-of-Care.,TR,02:35 pm-03:55 pm,Sara   Mahshid,MDHAR G-01
1275,BIEN,545,002,Lecture,Diagnostic Devices at the Point-of-Care.,TR,02:35 pm-03:55 pm,Sara   Mahshid,MDHAR G-01
1276,BIEN,580,001,Lecture,Synthetic Biology.,R,02:35 pm-05:25 pm,Codruta   Ignea,BIRKS 111
1277,BIEN,580,002,Lecture,Synthetic Biology.,R,02:35 pm-05:25 pm,Codruta   Ignea,BIRKS 111
1278,BIEN,580,003,Tutorial,Synthetic Biology.,M,09:35 am-11:25 am,Codruta   Ignea,MDHAR G-01
1279,BIEN,580,004,Tutorial,Synthetic Biology.,M,09:35 am-11:25 am,Codruta   Ignea,MDHAR G-01
1280,BIEN,590,001,Lecture,Cell Culture Engineering.,F,02:35 pm-05:25 pm,"Amine A.  Kamen , Mario Alberto  Jardon Contla",LEA 15
1281,BIEN,590,002,Lecture,Cell Culture Engineering.,F,02:35 pm-05:25 pm,"Amine A.  Kamen , Mario Alberto  Jardon Contla",LEA 15
6758,BIEN,595,001,Lecture,Advanced Biomolecular Systems Modelling.,M,11:35 am-02:25 pm,"Yu   Xia , Jasmin   Coulombe-Huntington",FERR 105
6759,BIEN,595,002,Lecture,Advanced Biomolecular Systems Modelling.,M,11:35 am-02:25 pm,"Yu   Xia , Jasmin   Coulombe-Huntington",FERR 105
7473,BIEN,602,0,Lecture,Biomanufacturing for RNA Biologics.,T,11:35 am-02:25 pm,Ayyappasamy   Sudalaiyadum Perumal,ENGTR 2100
1285,BIEN,680,001,Lecture,Bioprocessing of Vaccines.,R,08:35 am-11:25 am,Mario Alberto  Jardon Contla,MDHAR 409
6760,BIEN,685,001,Lecture,Gene and Cell Therapy Viral Vectors Biomanufacturing.,W,02:35 pm-05:25 pm,Amine A.  Kamen,STBIO S3/4
460,BINF,511,001,Lecture,Bioinformatics for Genomics.,W,12:35 pm-03:25 pm,"Martina Viktoria  Stromvik , Jaskaran   Dhiman",MACSTW 2-028
778,BINF,531,001,Lecture,Statistical Bioinformatics.,M,11:35 am-02:25 pm,Jeff   Xia,BARTON 1-015
779,BINF,531,002,Laboratory,Statistical Bioinformatics.,R,11:35 am-02:25 pm,Jeff   Xia,BARTON 1-015
1286,BIOC,212,001,Lecture,Molecular Mechanisms of Cell Function.,MWF,10:35 am-11:25 am,"Maria   Vera Ugalde , Marc Robert  Fabian , Robert Scott  Kiss , William Abraham  Pastor , Dieter   Reinhardt",STBIO S3/3
1287,BIOC,220,001,Lecture,Laboratory Methods in Biochemistry and Molecular Biology 1.,M,01:35 pm-03:55 pm,Natasha   Chang,MCMED 1034
1288,BIOC,220,002,Laboratory,Laboratory Methods in Biochemistry and Molecular Biology 1.,W,01:35 pm-06:25 pm,Natasha   Chang,MCMED 910
1289,BIOC,220,003,Laboratory,Laboratory Methods in Biochemistry and Molecular Biology 1.,T,01:35 pm-06:25 pm,Natasha   Chang,MCMED 910
1290,BIOC,220,004,Laboratory,Laboratory Methods in Biochemistry and Molecular Biology 1.,R,01:35 pm-06:25 pm,Natasha   Chang,MCMED 910
1291,BIOC,220,005,Laboratory,Laboratory Methods in Biochemistry and Molecular Biology 1.,F,01:35 pm-06:25 pm,Natasha   Chang,MCMED 910
1292,BIOC,312,001,Lecture,Biochemistry of Macromolecules.,TR,11:35 am-12:55 pm,"Sidong   Huang , Josee   Dostie , Vincent   Giguere , Gerard   Pelletier , Stephane   Richard , Nahum   Sonenberg , Michel   Tremblay",STBIO S1/3
1293,BIOC,404,001,Lecture,Biophysical Methods in Biochemistry.,MWF,10:35 am-11:25 am,"Thomas Martin   Schmeing , Kalle Burgess   Gehring , Alba   Guarne , Adam Gerald  Hendricks , Joaquin   Ortega",MCMED 1027
1294,BIOC,458,001,Lecture,Membranes and Cellular Signaling.,MWF,08:35 am-09:25 am,"Maxime   Denis , Chantal   Autexier , Nathalie   Lamarche , Dieter   Reinhardt",MCMED 1034
1296,BIOC,470,001,Lecture,Lipids and Lipoproteins in Disease.,TR,10:35 am-11:55 am,"Robert Scott  Kiss , Tommy   Nilsson",MCMED 908
1298,BIOC,503,001,Lecture,Biochemistry of Immune Diseases.,MW,04:35 pm-05:55 pm,"Christos M   Tsoukas , Maxime   Denis",STBIO S3/3
6872,BIOC,604,001,Lecture,Macromolecular Structure.,TR,01:35 pm-03:25 pm,Bhushan   Nagar,TBA
1299,BIOC,605,001,Lecture,Protein Biology and Proteomics.,MF,02:05 pm-03:55 pm,"Maxime   Denis , Kurt   Dejgaard",MCMED 908
1300,BIOC,670,001,Lecture,Biochemistry of Lipoproteins.,M,01:05 pm-04:55 pm,"Robert Scott  Kiss , Tommy   Nilsson",MCMED 1101
936,BIOE,681,001,Lecture,Bioethics Practicum.,T,11:35 am-02:25 pm,Carolyn Norine  Ells,MC2001 1135
1307,BIOL,102,001,Laboratory,Cell and Molecular Biology Methods.,M,06:35 pm-08:25 pm,TBA,DUFF CFLOOR
1308,BIOL,102,002,Laboratory,Cell and Molecular Biology Methods.,T,06:35 pm-08:25 pm,TBA,DUFF CFLOOR
1309,BIOL,102,003,Laboratory,Cell and Molecular Biology Methods.,W,06:35 pm-08:25 pm,TBA,DUFF CFLOOR
1310,BIOL,102,004,Laboratory,Cell and Molecular Biology Methods.,R,06:35 pm-08:25 pm,TBA,DUFF CFLOOR
1311,BIOL,102,005,Laboratory,Cell and Molecular Biology Methods.,T,03:35 pm-05:25 pm,TBA,DUFF CFLOOR
1312,BIOL,112,001,Lecture,Cell and Molecular Biology.,MW,09:35 am-10:25 am,"Joseph Alan   Dent , Frieder Bernd  Sch̦ck",LEA 232
1313,BIOL,112,002,Laboratory,Cell and Molecular Biology.,M,06:35 pm-08:25 pm,TBA,DUFF CFLOOR
1314,BIOL,112,003,Laboratory,Cell and Molecular Biology.,T,06:35 pm-08:25 pm,TBA,DUFF CFLOOR
1315,BIOL,112,004,Laboratory,Cell and Molecular Biology.,W,06:35 pm-08:25 pm,TBA,DUFF CFLOOR
1316,BIOL,112,005,Laboratory,Cell and Molecular Biology.,R,06:35 pm-08:25 pm,TBA,DUFF CFLOOR
1317,BIOL,112,006,Laboratory,Cell and Molecular Biology.,T,03:35 pm-05:25 pm,TBA,DUFF CFLOOR
6734,BIOL,112,007,Midterm Exam,Cell and Molecular Biology.,F,06:05 pm-08:55 pm,TBA,STBIO S1/4
1318,BIOL,201,001,Lecture,Cell Biology and Metabolism.,MWF,11:35 am-12:25 pm,"Tamara Lynn  Western , Joseph Alan   Dent , Siegfried   Hekimi , Huanquan   Zheng",LEA 132
7166,BIOL,201,003,Midterm Exam,Cell Biology and Metabolism.,M,06:35 pm-09:25 pm,TBA,ADAMS AUD
1320,BIOL,202,001,Lecture,Basic Genetics.,MWF,08:35 am-09:25 am,"Nam Sung   Moon , David   Hipfner , Laura   Nilson , Dan   Schoen",LEA 132
6735,BIOL,202,002,Midterm Exam,Basic Genetics.,T,06:05 pm-09:25 pm,TBA,LEA 132
7476,BIOL,202,003,Optional Tutorial,Basic Genetics.,M,10:05 am-11:25 am,TBA,STBIO S3/4
1322,BIOL,205,001,Lecture,Functional Biology of Plants and Animals.,MW,09:35 am-10:25 am,"Jon   Sakata , Rowan   Barrett , Fiona Marie Brydone  Soper",ENGTR 0100
6736,BIOL,205,002,Midterm Exam,Functional Biology of Plants and Animals.,R,05:35 pm-08:55 pm,TBA,STBIO S1/3
1323,BIOL,216,001,Lecture,Biology of Behaviour.,MWF,02:35 pm-03:25 pm,"Michael Michael  Hendricks , M̩lanie   Guigueno , Sarah   Woolley",STBIO N2/2
1324,BIOL,216,002,Conference,Biology of Behaviour.,F,02:35 pm-03:25 pm,TBA,MAASS 328
1325,BIOL,216,003,Conference,Biology of Behaviour.,F,02:35 pm-03:25 pm,TBA,STBIO S3/4
1326,BIOL,216,004,Conference,Biology of Behaviour.,F,02:35 pm-03:25 pm,TBA,EDUC 433
1327,BIOL,216,005,Conference,Biology of Behaviour.,F,02:35 pm-03:25 pm,TBA,EDUC 338
1328,BIOL,301,001,Lecture,Cell and Molecular Laboratory.,F,10:35 am-11:25 am,"Arnold Ludwig  Hayer , Paul Martin  Harrison , Maxime   Leroux",SADB M-1
1329,BIOL,301,002,Laboratory,Cell and Molecular Laboratory.,M,01:35 pm-07:25 pm,Maxime   Leroux,STBIO N4/2
1330,BIOL,301,003,Laboratory,Cell and Molecular Laboratory.,T,01:35 pm-07:25 pm,Maxime   Leroux,STBIO N4/2
1331,BIOL,301,004,Laboratory,Cell and Molecular Laboratory.,W,01:35 pm-07:25 pm,Maxime   Leroux,STBIO N4/2
1332,BIOL,301,005,Laboratory,Cell and Molecular Laboratory.,R,01:35 pm-07:25 pm,Maxime   Leroux,STBIO N4/2
1333,BIOL,303,001,Lecture,Developmental Biology.,MW,10:05 am-11:25 am,"Abigail   Gerhold , Daniel   Dufort , Yong   Rao",STBIO S1/3
1334,BIOL,305,001,Lecture,Animal Diversity.,TR,08:35 am-09:25 am,"Rowan   Barrett , Graham   Bell , Gregor Florian  Fussmann",STBIO S3/4
1335,BIOL,305,002,Laboratory,Animal Diversity.,M,01:35 pm-04:25 pm,"Shaun   Turney , Rowan   Barrett , Graham   Bell , Hans Carl Erling  Larsson",REDMUS 106B
1336,BIOL,305,003,Laboratory,Animal Diversity.,T,09:35 am-12:25 pm,"Shaun   Turney , Rowan   Barrett , Graham   Bell , Hans Carl Erling  Larsson",REDMUS 106B
1337,BIOL,307,001,Lecture,Behavioural Ecology.,TR,10:05 am-11:25 am,"M̩lanie   Guigueno , Jon   Sakata",EDUC 216
1338,BIOL,307,002,Lecture,Behavioural Ecology.,TR,10:05 am-11:25 am,"M̩lanie   Guigueno , Jon   Sakata",EDUC 216
1339,BIOL,310,001,Lecture,Biodiversity and Ecosystems.,TR,08:35 am-09:55 am,"Laura Jo  Pollock , Lars Lonsmann   Iversen",STBIO S3/3
1340,BIOL,311,001,Lecture,Advanced Methods in Organismal Biology.,M,11:35 am-01:25 pm,"Melania Melania  Cristescu , Dan   Schoen",ENGMD 279
1341,BIOL,311,002,Laboratory,Advanced Methods in Organismal Biology.,F,11:35 am-02:25 pm,"Shaun   Turney , Melania Melania  Cristescu , Dan   Schoen",STBIO N4/2
1342,BIOL,311,003,Laboratory,Advanced Methods in Organismal Biology.,F,03:35 pm-06:25 pm,"Shaun   Turney , Melania Melania  Cristescu , Dan   Schoen",STBIO N4/2
1343,BIOL,313,001,Lecture,Eukaryotic Cell Biology.,MW,04:05 pm-05:25 pm,Monique Claire  Zetka,LEA 14
1344,BIOL,314,001,Lecture,Molecular Biology of Cancer.,TR,10:05 am-11:25 am,David   Dankort,ENGTR 1080
1345,BIOL,319,001,Lecture,Introduction to Biophysics.,MWF,12:35 pm-01:25 pm,Walter   Reisner,STBIO S3/3
1346,BIOL,320,001,Lecture,Evolution of Brain and Behaviour.,WF,10:35 am-11:25 am,"Sarah   Woolley , Jon   Sakata",STBIO S3/4
1347,BIOL,320,002,Seminar,Evolution of Brain and Behaviour.,F,12:35 pm-01:25 pm,"Sarah   Woolley , Jon   Sakata",STBIO N5/1
1348,BIOL,320,003,Seminar,Evolution of Brain and Behaviour.,F,11:35 am-12:25 pm,"Sarah   Woolley , Jon   Sakata",STBIO N5/1
1349,BIOL,352,001,Lecture,Dinosaur Biology.,TR,12:35 pm-01:25 pm,Hans Carl Erling  Larsson,ENGTR 0060
1350,BIOL,352,002,Laboratory,Dinosaur Biology.,W,11:35 am-02:25 pm,Hans Carl Erling  Larsson,REDMUS 106B
1351,BIOL,352,003,Laboratory,Dinosaur Biology.,R,09:35 am-12:25 pm,Hans Carl Erling  Larsson,REDMUS 106B
1352,BIOL,352,004,Laboratory,Dinosaur Biology.,W,08:35 am-11:25 am,Hans Carl Erling  Larsson,REDMUS 106B
1354,BIOL,389,001,Lecture,Laboratory in Neurobiology.,F,08:35 am-09:25 am,"Joseph Alan   Dent , Tomoko   Oyama , Alanna Jean  Watt",STBIO S3/4
1355,BIOL,389,002,Laboratory,Laboratory in Neurobiology.,T,01:35 pm-06:25 pm,"Joseph Alan   Dent , Tomoko   Oyama , Alanna Jean  Watt",STBIO N4/5
1356,BIOL,389,003,Laboratory,Laboratory in Neurobiology.,W,01:35 pm-06:25 pm,"Joseph Alan   Dent , Tomoko   Oyama , Alanna Jean  Watt",STBIO N4/5
1359,BIOL,416,001,Lecture,Genetics of Mammalian Development.,MW,02:35 pm-03:55 pm,Daniel   Dufort,STBIO S2/2
4999,BIOL,499D2,001,Conference,Honours Seminar in Biology.,T,03:05 pm-04:25 pm,Jon   Sakata,STBIO N5/1
1366,BIOL,515,001,Seminar,Advances in Aquatic Ecology.,WF,10:05 am-11:25 am,Irene   Gregory-Eaves,STBIO N5/1
1367,BIOL,518,001,Seminar,Advanced Topics in Cell Biology.,TR,10:05 am-11:25 am,"Paul Martin  Harrison , Paul   Lasko , Monique Claire  Zetka",STBIO S2/2
1368,BIOL,530,001,Seminar,Advances in Neuroethology.,TR,10:05 am-11:25 am,"Sarah   Woolley , Tomoko   Oyama",STBIO N5/1
1369,BIOL,532,001,Seminar,Developmental Neurobiology Seminar.,WF,10:05 am-11:25 am,"Donald   Van Meyel , Jean-Francois   Cloutier , Alyson Elise   Fournier , Artur   Kania , Edward Scott  Ruthazer",STBIO S2/2
1370,BIOL,540,001,Lecture,Ecology of Species Invasions.,MWF,02:35 pm-03:25 pm,Anthony   Ricciardi,BIRKS 205
1371,BIOL,551,001,Lecture,Principles of Cellular Control.,WF,11:35 am-12:55 pm,"Jacalyn Mari  Vogel , Paul   Francois",STBIO S2/2
1372,BIOL,568,001,Lecture,Topics on the Human Genome.,TR,04:05 pm-05:25 pm,"James   Engert , Bruce   Gottlieb , David   Langlais , Alexandre   Montpetit , Javad   Nadaf , Jean-Baptiste   Riviere , Hamed   Shateri Najafabadi , Rima   Slim , Yojiro   Yamanaka , Ma'n Hilmi Mohammad  Zawati",LEA 210
1373,BIOL,569,001,Seminar,Developmental Evolution.,M,08:35 am-11:25 am,"Ehab   Abouheif , Hans Carl Erling  Larsson",STBIO N5/1
1374,BIOL,580,001,Seminar,Genetic Approaches to Neural Systems.,R,01:35 pm-04:25 pm,"Alanna Jean  Watt , Michael Michael  Hendricks",STBIO S2/2
1375,BIOL,602,001,Lecture,Molecular Biology Research and Professional Skills.,M,01:05 pm-02:25 pm,Abigail   Gerhold,STBIO N5/1
1376,BIOL,603,001,Lecture,Organismal Biology Research and Professional Skills.,M,11:35 am-12:55 pm,Lars Lonsmann   Iversen,STBIO N5/1
6912,BIOL,650,001,Lecture,Recent Advances in Biology 1.,TR,11:35 am-12:55 pm,Lauren J.  Chapman,STBIO N5/1
1384,BIOS,602,001,Lecture,Epidemiology: Regression Models.,MW,09:35 am-11:25 am,Robert William   Platt,MC2001 1201
7249,BIOS,701,001,Comprehensive Exam,Ph.D. Comprehensive Examination.,R,09:00 am-02:00 pm,Qihuang   Zhang,TBA
5001,BIOS,702D2,001,Seminar,Ph.D. Proposal.,M,08:35 am-11:25 am,Erica E.M.  Moodie,MC2001 1135
1387,BMDE,502,001,Lecture,BME Modelling and Identification.,MW,10:05 am-11:25 am,"Ahmad   Haidar , Robert E   Kearney",DUFF 321
1388,BMDE,504,001,Lecture,Biomaterials and Bioperformance.,R,08:35 am-11:25 am,Maryam   Tabrizian,DUFF 321
1389,BMDE,505,001,Lecture,Cell and Tissue Engineering.,W,04:05 pm-06:55 pm,Satya   Prakash,DUFF 321
6737,BMDE,525D2,001,Lecture,Design of Assistive Technologies: Principles and Praxis.,F,03:05 pm-05:55 pm,Stefanie   Blain-Moraes,MCMED 206/7
1390,BMDE,610,001,Lecture,Functional Neuroimaging Fusion.,F,08:35 am-11:25 am,Christophe   Grova,DUFF 321
1391,BMDE,650,001,Lecture,Advanced Medical Imaging.,MW,02:35 pm-03:55 pm,Louis   Collins,DUFF 321
1392,BMDE,653,001,Lecture,Patents in Biomedical Engineering.,TR,04:05 pm-05:25 pm,Pierre Tam   Angers-Nguyen,DUFF 321
